,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1351,1.02,5,3,3,61.9,57.0,6.46,6.4,3.98,4512.070947068122
1352,0.51,3,2,3,63.5,55.0,5.07,5.11,3.23,1041.1109275041774
1353,0.65,4,6,2,62.6,59.0,5.54,5.49,3.45,1883.128925826197
1354,1.07,5,3,3,61.1,56.0,6.63,6.6,4.04,4946.109569753545
1355,0.43,5,4,7,61.8,55.0,4.87,4.9,3.02,1444.2390777972644
1356,0.32,4,2,8,60.3,58.0,4.41,4.45,2.67,714.4559939273585
1357,0.28,3,5,4,62.7,58.0,4.14,4.15,2.6,497.9727441922557
1358,1.7,3,4,4,62.6,57.0,7.6,7.67,4.78,13977.88059516396
1359,0.51,3,2,3,62.5,58.0,5.05,5.12,3.18,1041.316141091512
1360,0.71,5,7,4,60.4,57.0,5.77,5.82,3.5,3318.620711905332
1361,0.4,4,6,4,62.0,58.0,4.73,4.69,2.92,1054.123111802803
1362,0.9,5,4,3,60.2,56.0,6.24,6.29,3.77,3872.586457500438
1363,0.59,2,5,5,60.5,61.0,5.43,5.5,3.31,2176.276398015942
1364,1.19,4,7,2,58.6,61.0,6.93,6.89,4.05,6171.024661750286
1365,0.51,4,4,4,61.3,59.0,5.17,5.11,3.15,1489.730151376092
1366,0.5,3,6,4,61.8,57.0,5.05,5.11,3.14,1563.3300327323318
1367,1.01,1,3,2,64.9,56.0,6.33,6.25,4.08,3125.4235386951386
1368,0.63,4,6,5,60.4,58.0,5.59,5.64,3.39,2766.582954513208
1369,0.72,5,7,2,62.7,55.0,5.7,5.72,3.58,2436.613809492689
1370,0.3,5,5,4,60.7,57.0,4.34,4.29,2.62,596.8575304318888
1371,0.3,5,6,6,61.6,56.0,4.32,4.35,2.67,761.7700052376815
1372,0.29,3,7,6,59.1,61.0,4.33,4.37,2.57,712.4992521335502
1373,1.0,3,6,2,63.2,56.0,6.33,6.36,4.01,4127.31635545099
1374,1.17,5,4,5,61.7,57.0,6.71,6.75,4.15,8085.439144446366
1375,1.56,3,3,6,63.3,58.0,7.3,7.35,4.64,13316.436111569303
1376,0.56,5,6,3,62.7,57.0,5.27,5.23,3.29,1765.3493703223005
1377,0.41,3,2,2,63.5,57.0,4.72,4.7,2.99,567.7536482983207
1378,1.53,3,2,5,62.8,55.0,7.35,7.4,4.63,10537.218763798304
1379,0.52,3,1,3,62.5,59.0,5.14,5.16,3.22,891.1593630150346
1380,0.4,5,1,3,61.4,55.0,4.75,4.8,2.93,572.3132068820963
1381,1.0,4,5,4,59.0,59.0,6.54,6.51,3.85,5651.4558270545795
1382,0.36,5,5,5,61.5,55.0,4.57,4.61,2.82,936.0117494739726
1383,0.41,5,6,4,61.8,57.0,4.76,4.78,2.95,1128.347476086359
1384,0.9,4,3,3,61.4,60.0,6.13,6.08,3.75,3489.6061098209084
1385,1.59,4,4,3,62.3,60.0,7.49,7.42,4.64,11017.365503716941
1386,1.03,4,4,5,62.2,59.0,6.41,6.46,4.0,6219.174501703579
1387,0.38,4,4,5,61.9,56.0,4.68,4.63,2.88,953.1558997616114
1388,0.74,5,6,2,59.2,59.0,5.92,5.97,3.52,2467.9638632900674
1389,1.5,3,4,3,63.1,59.0,7.22,7.27,4.57,9603.615093515698
1390,1.01,2,6,3,59.3,64.0,6.47,6.49,3.84,4932.965820707359
1391,1.71,4,3,4,62.5,58.0,7.64,7.52,4.74,13402.025851979513
1392,0.9,3,4,4,61.3,59.0,6.15,6.21,3.79,4225.796809515379
1393,1.09,5,4,2,61.2,57.0,6.63,6.68,4.07,4562.943103460926
1394,0.78,3,6,5,60.0,56.0,6.0,6.03,3.61,4032.9495669518797
1395,0.32,5,7,4,61.5,56.0,4.41,4.44,2.72,739.1341545211275
1396,0.3,5,5,8,62.0,56.0,4.31,4.33,2.68,830.9319879392658
1397,1.01,4,4,3,58.8,58.0,6.59,6.51,3.85,4719.317707044224
1398,0.32,5,7,6,61.7,55.0,4.39,4.42,2.72,897.9610831548721
1399,1.05,4,3,4,62.7,59.0,6.49,6.43,4.05,5346.2398642287035
1400,0.9,5,3,3,61.1,58.0,6.24,6.19,3.79,3567.7409026106375
1401,0.54,5,4,7,62.2,56.0,5.2,5.22,3.24,2215.2300589776287
1402,1.5,5,6,3,62.6,56.0,7.27,7.3,4.56,11291.74215231007
1403,1.01,2,7,3,62.9,57.0,6.34,6.37,4.0,5133.423440475688
1404,1.76,5,5,2,62.6,55.0,7.69,7.64,4.8,11947.709734014483
1405,1.01,1,5,4,65.2,52.0,6.31,6.29,4.11,5027.429222395725
1406,1.03,5,3,2,60.5,57.0,6.58,6.52,3.96,3791.952256684392
1407,0.3,5,6,7,60.1,57.0,4.38,4.41,2.64,821.8588184172374
1408,2.03,5,4,2,62.5,56.0,8.1,8.05,5.05,14690.400355372862
1409,0.54,4,2,7,60.8,61.0,5.28,5.22,3.19,1791.0014424890646
1410,1.01,4,7,2,58.3,59.0,6.67,6.63,3.88,4537.807832290996
1411,1.51,1,2,1,65.1,57.0,7.16,7.12,4.65,4268.571528231485
1412,0.56,3,6,5,62.7,60.0,5.25,5.28,3.3,2147.893030571905
1413,0.47,4,4,4,61.0,59.0,5.03,5.0,3.06,1277.9977268146397
1414,0.9,3,4,2,61.1,55.0,6.21,6.26,3.81,3036.8977341226423
1415,0.57,4,6,4,61.0,58.0,5.34,5.31,3.25,2056.80836384701
1416,0.36,5,4,6,61.8,55.0,4.57,4.62,2.84,959.9201393254414
1417,0.9,4,3,4,61.2,61.0,6.21,6.14,3.78,4005.573066171032
1418,0.8,2,5,4,60.5,62.3,5.97,6.01,3.62,3467.126198051773
1419,0.5,5,6,6,61.7,55.7,5.09,5.12,3.13,1993.0359246662983
1420,1.16,3,2,3,62.7,57.0,6.67,6.76,4.21,4893.2223868439505
1421,0.54,5,4,2,62.3,58.0,5.17,5.2,3.23,1213.2924038180613
1422,0.23,4,6,6,61.8,58.0,3.94,3.92,2.43,451.85590308735283
1423,0.96,4,7,2,59.1,58.0,6.53,6.44,3.83,4120.376042565812
1424,0.38,5,6,4,61.9,57.0,4.61,4.66,2.87,977.7775901117843
1425,0.32,5,4,6,61.2,56.0,4.42,4.41,2.7,769.3796825114938
1426,0.71,5,7,6,61.6,56.0,5.69,5.77,3.53,4025.1675546594793
1427,1.05,4,5,5,62.3,55.0,6.57,6.49,4.07,6870.635437830699
1428,1.16,4,4,6,60.0,59.0,6.89,6.82,4.11,8520.25912102262
1429,0.9,3,7,3,63.0,58.0,6.11,6.14,3.86,4288.026555798554
1430,0.41,2,5,4,59.7,63.0,4.8,4.85,2.88,985.8750620278958
1431,0.71,3,2,2,61.9,54.0,5.67,5.74,3.53,1602.7427089377422
1432,0.74,3,3,5,62.3,56.0,5.75,5.78,3.59,3003.6504047382778
1433,0.73,4,2,5,61.2,59.0,5.82,5.84,3.57,2689.0921811076632
1434,1.16,5,3,2,61.1,56.0,6.78,6.79,4.15,4740.569031851891
1435,1.57,1,3,5,67.3,66.0,7.85,5.75,3.87,11043.610362809604
1436,0.3,3,7,4,62.9,58.0,4.23,4.26,2.67,622.1957606803982
1437,0.58,5,5,2,60.9,56.0,5.42,5.39,3.29,1481.105656014694
1438,0.32,3,7,4,62.0,57.0,4.38,4.42,2.73,703.9030103419833
1439,1.51,5,2,3,62.7,57.0,7.35,7.3,4.59,8430.981923870964
1440,0.7,4,4,3,62.0,61.0,5.67,5.62,3.5,2351.0048211683793
1441,0.88,5,6,2,62.2,57.0,6.08,6.2,3.82,3406.3503326382197
1442,0.7,5,4,3,62.2,56.0,5.72,5.69,3.55,2404.9201047338624
1443,0.25,5,5,7,62.3,56.0,4.01,4.03,2.5,552.6571029814771
1444,0.7,3,5,4,62.4,59.0,5.64,5.71,3.54,2795.5545642526927
1445,1.07,5,4,2,61.7,57.0,6.55,6.59,4.05,4403.045653584548
1446,0.39,1,4,8,57.1,61.0,4.83,4.88,2.77,1108.5179671257765
1447,1.55,5,5,4,61.8,54.0,7.44,7.48,4.61,13138.663769587496
1448,1.18,5,2,4,62.3,56.0,6.76,6.73,4.21,6090.377896743459
1449,1.21,4,3,3,61.8,58.0,6.83,6.79,4.21,6093.972691366235
1450,0.27,5,2,5,62.1,54.0,4.16,4.18,2.59,422.37568741509574
1451,0.35,5,3,6,62.5,57.0,4.54,4.48,2.82,838.9544272267867
1452,0.7,5,3,4,62.4,56.0,5.63,5.72,3.54,2548.6968721491485
1453,0.91,4,2,4,62.4,61.0,6.18,6.16,3.85,3648.648242794835
1454,0.33,5,7,4,62.6,56.0,4.43,4.39,2.76,781.852821564385
1455,2.14,4,2,3,61.3,61.0,8.32,8.28,5.09,15928.957570171347
1456,1.2,4,2,4,62.6,58.0,6.77,6.72,4.22,6148.3867690699935
1457,0.3,3,3,7,62.6,56.0,4.25,4.28,2.67,644.568708550773
1458,0.5,5,2,3,59.8,59.0,5.18,5.15,3.09,1056.226446543728
1459,0.55,5,4,4,62.2,54.0,5.27,5.28,3.28,1754.8667285820352
1460,2.01,3,3,4,63.5,59.0,7.92,7.86,5.01,17653.631932333086
1461,0.3,5,3,6,61.3,57.0,4.33,4.31,2.65,628.8123827052525
1462,1.65,4,7,3,60.4,60.0,7.63,7.58,4.59,13834.331276246165
1463,0.26,3,5,4,62.4,58.0,4.06,4.08,2.54,433.32460848533987
1464,0.42,5,7,5,61.1,57.0,4.84,4.81,2.95,1372.9421608204964
1465,0.5,4,5,6,61.9,58.0,5.07,5.1,3.15,1853.4529630412164
1466,1.09,5,4,4,62.4,55.0,6.61,6.56,4.11,6356.495404529361
1467,0.41,4,4,3,61.3,58.0,4.76,4.8,2.93,860.7960810370116
1468,1.06,4,5,3,58.4,61.0,6.73,6.69,3.92,5494.623039728405
1469,1.49,1,5,3,59.6,63.0,7.2,7.34,4.33,9142.288111268028
1470,0.37,3,5,4,59.2,61.0,4.63,4.69,2.76,845.2917789132782
1471,0.4,3,7,4,63.5,55.0,4.69,4.66,2.97,1069.9212097471982
1472,0.9,3,6,3,62.2,60.0,6.14,6.17,3.83,4110.52464545918
1473,0.35,3,3,3,61.3,55.0,4.55,4.58,2.8,575.307126497829
1474,1.51,3,6,4,62.4,59.0,7.26,7.36,4.56,12503.030860405335
1475,1.08,4,4,3,59.4,60.0,6.7,6.63,3.96,5343.902547779665
1476,0.38,5,5,5,62.4,54.0,4.64,4.68,2.91,1035.3198578369534
1477,1.06,5,2,4,61.4,57.0,6.57,6.52,4.02,4981.676626067928
1478,0.51,5,6,4,61.5,55.0,5.23,5.14,3.19,1704.186044969541
1479,1.0,1,5,3,64.8,58.0,6.26,6.21,4.04,4288.609309809218
1480,0.32,5,5,4,60.3,55.0,4.45,4.4,2.67,675.0365922700217
1481,1.02,4,5,4,62.4,59.0,6.4,6.45,4.01,5833.785870544412
1482,0.42,4,3,4,62.1,57.0,4.8,4.76,2.97,954.110876601844
1483,1.02,4,4,2,62.3,58.1,6.41,6.38,4.0,3935.18625882277
1484,0.31,3,5,4,63.4,56.0,4.32,4.29,2.73,603.045507262872
1485,0.9,2,6,3,63.9,57.0,6.12,6.08,3.9,3952.874707536555
1486,1.05,5,5,4,59.1,57.0,6.67,6.66,3.94,6329.898243629634
1487,0.9,2,5,3,58.0,58.0,6.24,6.28,3.63,3792.780702116442
1488,0.33,5,7,6,60.9,57.0,4.46,4.48,2.72,951.8726128324424
1489,0.4,3,6,5,60.1,58.0,4.72,4.76,2.85,1145.7136579828273
1490,1.37,5,4,2,62.8,57.0,7.12,7.06,4.45,6999.8868358385
1491,0.72,5,5,8,62.0,57.0,5.71,5.78,3.56,4317.530540622388
1492,1.08,5,2,4,61.6,56.0,6.63,6.59,4.07,5160.822184791606
1493,0.35,4,6,8,59.0,61.0,4.64,4.62,2.73,1147.2811738326768
1494,2.02,4,3,2,61.5,58.0,8.14,8.1,4.99,13173.120172914892
1495,1.88,2,1,2,57.9,59.0,8.16,8.11,4.71,8003.169511152602
1496,1.52,5,3,4,61.8,55.1,7.38,7.42,4.58,10988.648743755353
1497,1.01,5,4,3,62.2,55.0,6.44,6.46,4.01,4798.339268786984
1498,0.56,5,4,5,60.7,57.0,5.27,5.34,3.22,2022.5853303075612
1499,0.96,4,6,2,62.8,60.0,6.3,6.24,3.94,3921.2532210045492
1500,0.34,3,6,3,63.4,55.0,4.46,4.44,2.82,657.7581154030441
1501,0.8,5,6,3,61.1,56.0,5.98,6.01,3.66,3465.6877706767827
1502,0.3,5,7,5,61.0,57.0,4.31,4.32,2.63,728.7693626924707
1503,0.54,5,6,4,61.8,57.0,5.23,5.26,3.24,1895.162427536586
1504,0.71,2,4,4,63.5,59.0,5.63,5.67,3.59,2594.7389363463285
1505,1.01,3,5,4,61.5,57.0,6.4,6.48,3.96,5588.119955360374
1506,1.02,5,2,2,62.8,58.0,6.37,6.41,4.01,3314.019603061957
1507,2.01,3,2,4,62.1,60.0,7.96,8.01,4.96,15807.611042108094
1508,0.33,5,4,5,62.4,56.0,4.43,4.45,2.77,745.5666425218212
1509,0.44,5,4,3,62.7,57.0,4.82,4.85,3.03,1002.069159464218
1510,0.31,3,6,7,62.3,59.0,4.32,4.38,2.71,829.8822551081249
1511,0.26,3,4,6,62.6,56.0,4.1,4.13,2.57,495.1306663404256
1512,1.58,5,6,3,61.0,57.0,7.5,7.55,4.59,12478.43636124982
1513,0.32,5,6,2,61.6,56.0,4.4,4.43,2.72,507.83206296563566
1514,0.31,2,4,3,63.3,57.0,4.3,4.33,2.73,475.40328317166393
1515,0.75,3,3,2,61.9,56.0,5.79,5.87,3.61,1986.133084729864
1516,0.39,3,3,6,62.4,57.0,4.67,4.7,2.92,980.9074163753866
1517,0.41,5,6,6,62.8,54.0,4.77,4.72,2.98,1370.3513423931781
1518,0.54,5,2,8,61.6,53.0,5.26,5.3,3.25,1954.1435716099086
1519,0.55,5,7,6,61.5,56.0,5.26,5.28,3.24,2489.1861743822074
1520,0.35,5,3,7,62.6,57.0,4.47,4.45,2.79,903.2010316573353
1521,1.82,3,4,2,61.3,58.0,7.83,7.94,4.83,11416.02369913257
1522,0.72,5,1,5,61.1,56.0,5.84,5.82,3.56,2211.5408686172814
1523,1.52,2,2,3,64.0,58.0,7.2,7.27,4.63,7818.673607103063
1524,0.4,2,5,7,60.6,62.0,4.71,4.73,2.86,1229.5739964619554
1525,0.3,4,5,8,61.6,58.0,4.34,4.3,2.66,813.6222217351169
1526,1.2,5,3,3,60.8,57.0,6.9,6.88,4.19,6138.128970239071
1527,0.56,1,5,4,57.0,67.0,5.49,5.36,3.09,1667.3138770882722
1528,0.54,5,3,6,61.8,56.0,5.25,5.27,3.25,1901.089269628096
1529,1.55,5,4,5,62.0,57.0,7.37,7.42,4.58,13723.785006925944
1530,1.33,2,7,2,59.0,64.0,7.22,7.12,4.23,7119.278689538547
1531,0.37,4,3,4,61.4,58.0,4.64,4.61,2.84,752.0480181032012
1532,0.37,4,7,4,60.5,59.0,4.66,4.69,2.83,951.7642583721324
1533,1.01,5,5,2,61.3,57.0,6.4,6.35,3.91,4204.024223875805
1534,1.19,3,7,2,63.5,57.0,6.67,6.75,4.26,5970.846045554434
1535,0.9,3,2,3,60.5,58.0,6.22,6.27,3.78,3043.79957530661
1536,0.32,5,6,8,62.6,55.0,4.38,4.41,2.75,986.3743152642501
1537,0.67,2,1,5,64.2,55.6,5.54,5.57,3.57,1764.9523995019777
1538,0.4,2,7,4,63.5,55.0,4.66,4.69,2.97,1030.2653784382642
1539,0.35,3,4,8,62.6,59.0,4.43,4.49,2.79,993.4142717514798
1540,0.25,5,6,6,62.1,57.0,4.04,4.07,2.52,539.7530693366471
1541,2.38,4,3,5,60.9,59.0,8.62,8.59,5.24,27855.789136256964
1542,2.03,4,1,3,62.1,59.0,8.12,8.06,5.02,11899.84101272929
1543,1.08,5,6,7,61.0,56.0,6.66,6.62,4.05,9157.439463815623
1544,0.71,5,6,3,60.8,57.0,5.8,5.84,3.54,2768.297025791978
1545,1.01,4,5,2,61.3,60.0,6.43,6.4,3.93,4112.098182269029
1546,0.61,3,2,4,62.7,57.0,5.39,5.42,3.39,1674.8704621321665
1547,0.3,5,2,3,61.5,57.0,4.3,4.35,2.66,402.94041543730276
1548,0.48,5,5,7,62.0,55.0,4.99,5.04,3.11,1889.1612109900818
1549,0.43,5,7,3,61.5,56.0,4.87,4.82,2.98,1123.0263762921222
1550,0.7,4,7,5,61.0,59.0,5.79,5.72,3.51,3515.682732537839
1551,2.17,5,2,3,60.4,56.0,8.36,8.43,5.07,16756.767013275155
1552,0.7,2,4,4,62.1,61.0,5.68,5.69,3.53,2529.7486542711513
1553,1.73,5,5,5,62.1,57.0,7.73,7.64,4.77,17949.95481295356
1554,1.5,3,1,5,61.3,59.0,7.36,7.41,4.53,8384.355364308007
1555,0.75,4,2,3,62.5,58.0,5.77,5.82,3.62,2210.933016172292
1556,0.71,2,5,4,63.8,58.0,5.61,5.64,3.59,2759.968656976825
1557,1.0,3,4,5,59.4,59.0,6.52,6.54,3.88,5753.070953813167
1558,1.02,2,3,2,57.9,61.0,6.75,6.68,3.89,3427.2141695481932
1559,0.7,4,6,3,60.7,58.0,5.74,5.73,3.48,2639.1412024873116
1560,0.5,5,6,7,61.9,58.0,5.07,5.11,3.15,2143.0762682215254
1561,2.15,4,3,2,62.8,58.0,8.22,8.17,5.15,14783.993346678448
1562,0.34,5,4,6,61.1,57.0,4.48,4.52,2.75,862.1545171332924
1563,0.84,3,2,6,61.7,56.0,6.03,6.07,3.74,3723.547544588061
1564,1.01,3,7,2,64.0,56.0,6.3,6.38,4.06,4383.218430655724
1565,0.51,4,6,2,61.8,58.0,5.11,5.08,3.15,1194.7612663869463
1566,0.56,5,7,3,62.3,56.0,5.26,5.33,3.3,1844.3008070931203
1567,0.35,5,5,4,61.4,55.0,4.55,4.6,2.81,797.6782799535189
1568,1.05,4,7,3,61.6,61.0,6.55,6.5,4.02,5893.082388584522
1569,0.46,5,6,4,62.1,57.0,4.93,4.89,3.05,1400.6417668477281
1570,1.54,4,4,5,61.1,56.0,7.54,7.48,4.59,13303.919121932155
1571,0.3,5,5,7,61.6,55.0,4.33,4.37,2.68,780.2359392534837
1572,0.7,5,4,2,61.8,53.0,5.73,5.69,3.53,1983.9128373371775
1573,0.31,2,3,5,64.0,59.0,4.25,4.28,2.73,559.8188040926805
1574,0.4,3,6,6,63.6,55.0,4.67,4.7,2.98,1245.1668441046752
1575,1.01,5,7,3,60.8,56.0,6.54,6.48,3.96,5612.146996962419
1576,0.51,3,4,6,63.5,56.0,5.11,5.07,3.23,1757.980570650004
1577,0.9,1,7,4,57.5,66.0,6.3,6.25,3.61,4469.068691736087
1578,0.32,4,6,3,60.1,60.0,4.47,4.42,2.67,604.572951302316
1579,0.3,4,5,3,62.1,60.0,4.28,4.26,2.65,507.40841612575156
1580,0.47,5,1,3,61.9,55.0,5.0,5.05,3.11,774.7373651620364
1581,0.31,3,7,3,62.1,58.0,4.3,4.33,2.68,577.2374549336289
1582,0.58,5,4,8,61.3,56.0,5.36,5.39,3.29,2705.7927252376576
1583,0.4,5,5,7,61.3,56.0,4.76,4.73,2.91,1341.1279225621636
1584,0.23,3,6,7,61.3,58.0,3.94,3.96,2.42,474.0509249443444
1585,1.14,5,2,3,62.2,56.0,6.65,6.7,4.15,4972.563446974055
1586,0.58,4,5,4,62.2,55.0,5.4,5.31,3.33,2019.5765275996594
1587,1.37,4,1,2,60.7,60.0,7.19,7.07,4.33,4680.799302820344
1588,2.25,5,2,2,60.5,56.0,8.49,8.54,5.15,14765.59124903922
1589,1.09,5,5,3,62.0,56.0,6.56,6.61,4.08,5890.865732102727
1590,1.01,3,5,3,63.3,59.0,6.42,6.38,4.05,4849.632465347608
1591,1.59,4,7,2,59.4,61.0,7.62,7.56,4.51,10634.784900558423
1592,0.51,3,4,6,61.5,56.0,5.12,5.15,3.16,1763.544035164974
1593,0.51,4,3,2,62.9,56.0,5.08,5.06,3.19,985.3805276196103
1594,0.32,5,6,4,62.1,55.0,4.36,4.4,2.72,707.9139728005424
1595,0.7,2,7,4,64.1,59.0,5.56,5.49,3.54,2946.8328403160303
1596,1.24,4,6,2,60.8,57.0,6.98,6.94,4.23,6377.688892654543
1597,0.44,2,1,5,63.1,57.0,4.83,4.87,3.06,800.4816100260214
1598,0.42,3,7,5,60.7,60.0,4.81,4.88,2.94,1308.2605564933356
1599,1.01,4,5,4,62.8,59.0,6.41,6.33,4.0,5722.954636776007
1600,0.51,4,5,5,60.9,57.0,5.27,5.17,3.18,1766.3787190039427
1601,1.0,1,6,3,66.3,62.0,6.27,6.06,4.09,4492.648426334822
1602,0.52,3,4,3,60.6,61.0,5.17,5.19,3.14,1310.7903848684875
1603,0.9,5,4,3,61.9,55.0,6.18,6.23,3.84,3863.7491147121673
1604,0.42,5,4,5,61.0,56.0,4.82,4.86,2.95,1176.6761798862688
1605,0.3,3,7,3,60.6,60.0,4.3,4.32,2.61,543.5142879846094
1606,0.93,4,5,2,59.5,60.0,6.39,6.36,3.79,3530.727600759591
1607,1.23,5,3,2,61.4,54.0,6.95,6.94,4.26,5295.90506813284
1608,0.56,5,6,4,60.9,56.0,5.35,5.32,3.25,2033.346991656842
1609,0.32,2,3,3,63.5,57.0,4.34,4.39,2.77,465.9178758251023
1610,0.24,5,5,7,60.8,55.0,4.03,4.06,2.46,513.2425237550495
1611,1.1,4,7,2,62.4,58.0,6.57,6.6,4.11,5295.682596862516
1612,0.53,3,6,5,63.0,56.0,5.13,5.16,3.24,1938.91487247498
1613,2.01,3,6,2,62.0,61.0,8.04,8.1,5.0,15360.109017120669
1614,1.3,4,3,2,61.3,58.0,6.99,6.95,4.27,5747.010998812702
1615,2.0,3,3,3,60.9,58.0,8.07,8.15,4.94,15304.049808328171
1616,1.02,2,7,2,58.9,65.0,6.59,6.54,3.87,4318.546331300453
1617,1.0,4,6,2,58.5,59.0,6.62,6.51,3.84,4266.134441005762
1618,2.0,4,3,2,62.1,60.0,8.1,8.01,5.3,12904.945285258611
1619,0.3,4,7,4,60.9,58.0,4.35,4.32,2.64,641.1364721474845
1620,0.71,3,6,6,61.7,60.0,5.7,5.74,3.53,3670.6934620823063
1621,1.0,5,4,5,62.5,54.0,6.4,6.44,4.01,6016.93712062604
1622,1.2,2,5,5,64.0,56.0,6.63,6.58,4.23,8256.354038334866
1623,0.43,4,4,4,61.2,58.0,4.9,4.84,2.98,1081.0583799148783
1624,1.09,1,2,3,56.4,62.0,6.97,6.9,3.9,3961.455650328179
1625,0.72,5,4,5,62.7,55.0,5.71,5.68,3.57,3239.0382588051216
1626,1.07,4,6,2,61.3,59.0,6.64,6.58,4.05,4823.409154655196
1627,1.07,4,5,2,58.2,58.0,6.79,6.72,3.93,4611.6506260217375
1628,0.73,5,7,4,62.3,54.0,5.77,5.8,3.6,3491.0059909072097
1629,1.0,3,3,2,61.6,58.0,6.43,6.47,3.97,3412.4028934812322
1630,0.74,4,7,5,62.3,58.0,5.79,5.77,3.6,3897.052859803467
1631,0.9,2,6,2,61.9,62.0,6.14,6.18,3.81,3257.338706015346
1632,0.53,5,5,8,61.9,54.0,5.22,5.25,3.24,2428.7851348976565
1633,0.98,1,4,1,58.7,57.0,6.54,6.43,3.8,2314.90471588002
1634,0.37,5,3,3,59.7,56.0,4.71,4.67,2.8,671.3301928337145
1635,0.36,4,4,5,59.7,59.0,4.61,4.64,2.76,862.8202973321798
1636,1.86,4,3,2,62.3,57.0,7.85,7.82,4.88,11268.13731841406
1637,0.4,4,4,3,61.6,59.0,4.72,4.66,2.89,820.934192829561
1638,0.56,5,5,3,61.5,55.0,5.32,5.35,3.28,1683.2361426608368
1639,2.01,4,3,3,58.2,62.0,8.26,8.21,4.79,15911.818704236837
1640,0.78,3,3,5,61.9,57.1,5.87,5.95,3.66,3317.067142359898
1641,0.32,4,7,3,60.4,58.0,4.44,4.47,2.69,631.1657106195288
1642,0.43,3,5,4,61.2,59.0,4.84,4.87,2.97,1119.0275722836648
1643,1.02,4,3,4,61.0,58.0,6.56,6.49,3.98,5078.267479451755
1644,0.52,3,4,5,59.5,58.0,5.21,5.28,3.12,1679.9848101301002
1645,0.32,2,3,3,63.4,55.0,4.36,4.38,2.77,466.41996485618654
1646,1.15,4,4,3,62.6,58.0,6.71,6.65,4.18,5988.810596120143
1647,1.01,4,5,6,61.8,59.0,6.46,6.42,3.98,6962.739794388404
1648,1.02,3,1,2,63.4,56.0,6.42,6.36,4.05,2608.325239047517
1649,1.02,4,5,5,61.9,58.0,6.45,6.5,4.01,6500.923252443989
1650,0.71,5,6,6,62.0,53.9,5.73,5.77,3.57,3858.391510433088
1651,0.32,5,6,4,62.1,55.0,4.39,4.43,2.74,707.9139728005424
1652,0.7,5,2,3,62.5,55.0,5.7,5.73,3.57,1985.100052821706
1653,0.7,5,1,2,61.4,55.0,5.72,5.75,3.52,1351.3205697233468
1654,2.04,5,2,3,60.2,56.0,8.19,8.26,4.95,14921.664873662703
1655,0.52,3,4,3,61.7,57.0,5.13,5.16,3.17,1310.7557544770289
1656,0.41,3,6,3,61.4,56.0,4.77,4.81,2.94,938.2554800732818
1657,2.5,4,3,1,59.9,60.0,8.75,8.67,5.22,14137.13770896204
1658,0.31,4,6,5,60.2,58.0,4.43,4.38,2.65,728.1452928842347
1659,1.27,3,2,4,63.3,63.0,6.87,6.82,4.33,6638.647724249218
1660,0.63,4,3,5,61.7,59.0,5.53,5.49,3.4,2277.850739971867
1661,0.4,4,6,3,61.0,59.0,4.71,4.74,2.88,919.3132085184441
1662,0.91,3,4,3,60.2,58.0,6.29,6.31,3.79,3766.8509576617207
1663,0.31,3,6,3,62.8,57.0,4.32,4.34,2.72,552.7647814440699
1664,1.2,4,4,5,62.5,59.0,6.72,6.64,4.19,8287.815792681658
1665,1.5,5,4,5,61.3,53.9,7.37,7.42,4.53,12935.25990800836
1666,0.77,2,7,2,63.8,58.0,5.78,5.81,3.7,2530.9170163009776
1667,0.27,3,5,5,60.5,57.0,4.21,4.23,2.55,519.6157722003054
1668,2.0,5,3,3,63.9,54.0,7.92,8.0,5.1,16003.318775783544
1669,0.34,5,6,5,62.8,56.0,4.46,4.49,2.81,881.7767045962363
1670,0.3,5,6,4,62.3,57.0,4.32,4.29,2.68,626.137146277408
1671,0.32,5,6,4,62.0,55.0,4.38,4.46,2.74,708.026622815773
1672,0.71,3,7,3,63.2,58.0,5.65,5.68,3.58,2742.9709976709128
1673,0.35,5,3,6,59.2,56.0,4.6,4.65,2.74,843.8449048421239
1674,1.53,4,3,4,59.8,58.0,7.49,7.52,4.49,10917.297297075398
1675,1.06,5,2,2,61.3,56.0,6.59,6.55,4.03,3574.691771661066
1676,0.24,2,5,5,58.3,61.0,4.09,4.14,2.4,401.60323079441565
1677,0.41,3,6,3,63.1,57.0,4.73,4.71,2.98,935.3017510039872
1678,0.9,3,7,3,59.4,62.0,6.19,6.24,3.69,4305.595974269875
1679,1.38,4,3,2,60.2,60.0,7.31,7.24,4.37,6436.812700904103
1680,0.31,3,4,4,62.6,57.0,4.3,4.32,2.7,567.3815701296458
1681,1.02,4,2,2,61.2,59.0,6.51,6.46,3.97,3252.693242656649
1682,0.83,5,2,3,61.9,57.0,5.96,6.02,3.71,2735.8151903703774
1683,1.02,4,5,2,62.0,59.0,6.42,6.33,3.95,4186.21091094387
1684,0.9,4,2,4,58.4,62.0,6.35,6.29,3.69,3595.465189657129
1685,0.4,3,7,4,59.6,58.0,4.8,4.83,2.87,1075.1637277509776
1686,1.51,1,2,4,58.8,62.0,7.57,7.51,4.43,8365.946446920796
1687,0.41,5,2,8,61.8,55.0,4.77,4.81,2.96,1161.9806516795104
1688,1.72,4,3,4,61.9,56.0,7.74,7.67,4.77,13575.166353077535
